사업코드,사업구분,사업명,X좌표,Y좌표
HG2009B010,산업입지및산업단지의 조성,양주 홍죽 일반산업단지 조성사업,952610.1182,1978079.565
HG2009B001,산업입지및산업단지의 조성,덕포일반산업단지 조성사업,1085124.268,1659277.66
YS2008B007,산업입지및산업단지의 조성,강진 성전일반산업단지조성,930192.6262,1631932.875
ND2014B001,산업입지및산업단지의 조성,창원 안골 일반산업단지 조성사업,935674.1364,1677421.015
ND2008B014,산업입지및산업단지의 조성,안의제2농공단지 조성사업,1029784.432,1736606.143
ND1988B001,산업입지및산업단지의 조성,경상남도 사천시 사남면 유천리,1051895.349,1674843.353
ME2007B008,산업입지및산업단지의 조성,파주 신촌 지방산업단지 조성사업,929061.9527,1970341.763
YS2012B001,산업입지및산업단지의 조성,탄소소재 사업,906051.7017,1751241.89
YS2008B003,산업입지및산업단지의 조성,광양 신금일반산업단지 조성사업,1020082.839,1664477.187
YS2005B001,산업입지및산업단지의 조성,GS칼텍스㈜ 여수공장 기본부지내 NO 3. Reformate Splitter 설치사업,1019108.138,1650112.037
GG2006B006,산업입지및산업단지의 조성,송산일반지방산업단지 조성사업,928516.7381,1887907.163
HG2008B004,산업입지및산업단지의 조성,평택 고덕국제화계획지구 일반산업단지,960469.3861,1892751.167
HG2009B008,산업입지및산업단지의 조성,파주 법원 1 일반산업단지,945129.6253,1982835.834
GG2008B012,산업입지및산업단지의 조성,풍세지방산업단지 조성사업,964472.7147,1858873.245
GG2007B004,산업입지및산업단지의 조성,합덕일반지방산업단지조성사업,932683.1452,1868820.083
WJ2015B003,산업입지및산업단지의 조성,음성 태생일반산업단지 조성사업,1003365.127,1885364.559
HG2015B007,산업입지및산업단지의 조성,안성 동항2 일반산업단지 조성사업,971890.5866,1896288.661
ND2015B001,산업입지및산업단지의 조성,칠원 용산일반산업단지 조성사업,1091279.619,1700860.549
DG1997B001,산업입지및산업단지의 조성,LG반도체㈜ LCD공장 건설사업,1081772.152,1789156.517
DG2009B007,산업입지및산업단지의 조성,대구출판산업단지 개발사업,1092501.513,1760602.919
GG2006B007,산업입지및산업단지의 조성,입암지방산업단지조성사업(재협의),979490.6255,1805980.883
DG2008B004,산업입지및산업단지의 조성,경주 천북일반지방산업단지 조성사업(2차재협의),1159561.621,1773091.43
YS2015B007,산업입지및산업단지의 조성,고흥 동강특화농공단지 조성사업,985741.8624,1645310.097
DG2014B003,산업입지및산업단지의 조성,고아제2농공단지 조성사업,1073600.259,1802913.803
GG2016B001,산업입지및산업단지의 조성,청주 에어로폴리스 2지구 조성사업,1113619.988,1744644.213
ND2014B017,산업입지및산업단지의 조성,진해국가산업단지(배후이주단지) 확장사업,1112555.116,1678570.45
ND2010B024,산업입지및산업단지의 조성,김해 봉림일반산업단지 조성사업,1123171.408,1705162.211
DG1998B001,산업입지및산업단지의 조성,강원산업해면매립공장부지조성사업,1172984.672,1780557.166
WJ1985B001,산업입지및산업단지의 조성,강원도 강릉시 입암동 21번지 일원,1125256.519,1975002.998
ND2014B007,산업입지및산업단지의 조성,함안동비일반산업단지 조성사업,1090355.22,1707208.637
YS2015B002,산업입지및산업단지의 조성,삼일자원비축산업단지 건설사업,1025244.306,1749510.454
ND2009B025,산업입지및산업단지의 조성,마산시 석곡일반산업단지계획,1096188.403,1680571.019
YS2007B004,산업입지및산업단지의 조성,동화 전자종합 농공단지 조성사업,929891.7596,1697873.47
ND2007B001,산업입지및산업단지의 조성,함양일반지방산업단지 조성사업,1026774.863,1727804.095
WJ2014B005,산업입지및산업단지의 조성,괴산 식품외식산업단지 조성사업,1020324.019,1873848.348
ME2006B001,산업입지및산업단지의 조성,연천백학지방산업단지 조성사업,949256.9402,2002048.804
ND2011B002,산업입지및산업단지의 조성,학남일반산업단지,984614.0337,1718701.2
GG2006B004,산업입지및산업단지의 조성,대산일반지방산업단지 조성사업,901632.0825,1890107.917
ND2008B019,산업입지및산업단지의 조성,"석대1,2지구 도시첨단산업단지 조성사업",1147674.292,1693541.782
ND2003B001,산업입지및산업단지의 조성,㈜세진 공장부지 조성사업,1168784.253,1716102.053
ME2009B001,산업입지및산업단지의 조성,대구사이언스파크 개발사업,1082621.586,1739289.931
GG1999B001,산업입지및산업단지의 조성,D-1 비축기지 건설사업,902327.3747,1889113.216
ND2005B004,산업입지및산업단지의 조성,㈜대원SCN 공장부지 조성사업,1168770.421,1715262.316
ND2007B008,산업입지및산업단지의 조성,김해일반지방산업단지 조성사업,1120984.062,1692007.291
ND2005B005,산업입지및산업단지의 조성,울산모듈화단지 조성사업,1170032.665,1732391.304
YS2000B001,산업입지및산업단지의 조성,U-1비축기지건설사업,1024289.169,1649722.331
DG2004B002,산업입지및산업단지의 조성,경주천북일반지방산업단지조성사업,1159987.318,1772713.597
YS1992B001,산업입지및산업단지의 조성,곡성겸면농공단지조성사업,969226.7018,1698412.684
GG2013B006,산업입지및산업단지의 조성,진천 초평 은암일반산업단지 조성,1002524.855,1865924.736
GG2013B005,산업입지및산업단지의 조성,청원 KGB복합산업단지 조성,999586.2057,1938091.893
ME1993B011,산업입지및산업단지의 조성,66지방공업단지조성사업,997035.0094,1890228.11
ME2009B003,산업입지및산업단지의 조성,빛그린 산업단지 개발사업,923830.905,1687158.21
ME1989B001,산업입지및산업단지의 조성,광주하남3차공업단지조성사업,936935.3366,1690921.284
WJ1986B001,산업입지및산업단지의 조성,강원도 원주시  문막면 포진리 일원,1026847.783,1921392.718
WJ1995B003,산업입지및산업단지의 조성,괴산지방공업단지 조성사업,1027344.999,1869467.135
ME1994B001,산업입지및산업단지의 조성,광양국가공업단지공장부지조성및시멘트하역부두조성사업,1024412.784,1660349.892
YS2004B001,산업입지및산업단지의 조성,광양국가산업단지명당지구기본계획,1024035.861,1661640.286
ME1988B008,산업입지및산업단지의 조성,경주용강공업단지 조성사업,1155261.658,1765859.312
DG1991B001,산업입지및산업단지의 조성,경산진량공업단지조성사업,1119773.817,1764554.717
YS1996B001,산업입지및산업단지의 조성,태인공업단지조성사업,1022549.571,1660481.647
JJ1996B001,산업입지및산업단지의 조성,고창지방공업단지개발사업,918700.7575,1707265.755
GG2005B002,산업입지및산업단지의 조성,탕정 제2일반 지방산업단지 조성사업,960415.443,1867326.647
WJ2004B002,산업입지및산업단지의 조성,원주동화일반지방산업단지조성사업,1030490.251,1925966.995
ND2006B005,산업입지및산업단지의 조성,장안일반지방산업단지 개발사업,1160134.808,1705373.771
ME1992B009,산업입지및산업단지의 조성,전주과학산업 지방공업 단지조성 기본계획,966132.8555,1773729.935
HG1991B002,산업입지및산업단지의 조성,안성미양공업단지조성사업,978687.6466,1886619.774
GG1990B001,산업입지및산업단지의 조성,만승공업단지조성,994477.8765,1887330.406
ME1994B007,산업입지및산업단지의 조성,죽도국가공업단지개발사업,1100427.524,1656797.684
DG1992B001,산업입지및산업단지의 조성,봉양농공단지조성사업,1096205.093,1810773.568
HG1997B003,산업입지및산업단지의 조성,마도지방산업단지 조성사업,936914.3123,1909326.802
ND1996B001,산업입지및산업단지의 조성,온산국가공업단지확장단지조성사업,1167533.143,1717432.71
WJ2005B001,산업입지및산업단지의 조성,공근 농공단지 조성사업,1036292.065,1947871.147
HG1996B001,산업입지및산업단지의 조성,안중 지방공업단지(2단계) 조성사업,946847.904,1886703.223
GG2008B013,산업입지및산업단지의 조성,서산2일반산업단지 조성사업,909362.2108,1874259.5
ME1992B017,산업입지및산업단지의 조성,안정 국가산업단지 개발사업(재협의),1084138.55,1662335.65
GI2004B001,산업입지및산업단지의 조성,화남지방산업단지조성사업,926460.3848,1907112.423
ND1989B001,산업입지및산업단지의 조성,경상남도 마산시 봉암동 660-1번지 일원,1099901.107,1691639.74
GG1986B001,산업입지및산업단지의 조성,"충청남도 연기군 남면 연기리, 눌왕리 및 서면 부동리 일대",979263.2369,1838969.826
YS2015B005,산업입지및산업단지의 조성,여수국가산업단지내 공장증설사업(대림산업㈜),1015102.545,1646405.89
ND1998B002,산업입지및산업단지의 조성,부산정보단지개발사업,1148174.48,1687662.678
YS1999B004,산업입지및산업단지의 조성,율촌 제1지방 산업단지 조성사업 (재협의),1008426.435,1656073.281
JJ2008B006,산업입지및산업단지의 조성,남원 노암제2농공단지 조성사업,988523.2973,1710031.203
JJ1989B002,산업입지및산업단지의 조성,전주제3공업단지조성사업,966664.7529,1772066.614
YS1995B002,산업입지및산업단지의 조성,제4상압증류시설및제2경유탈황시설설치사업,1019910.949,1650792.243
DG1992B005,산업입지및산업단지의 조성,풍산농공단지조성사업,1092825.933,1845183.894
ME1994B009,산업입지및산업단지의 조성,울산용연지구공장용지 4차 조성사업,1169054.267,1720707.353
HG2005B002,산업입지및산업단지의 조성,평택 쌍용자동차 공장증설사업,963750.4656,1892168.347
DG2000B002,산업입지및산업단지의 조성,영주정보연구단지조성사업,1092555.56,1877305.15
DG2003B001,산업입지및산업단지의 조성,경주냉천지방산업단지조성사업,1162093.378,1748039.375
JJ1995B001,산업입지및산업단지의 조성,김제순동지구공업단지조성사업,947993.2771,1758197.707
GG1996B003,산업입지및산업단지의 조성,증평지방공업단지조성사업,1008306.082,1866911.983
ME1992B011,산업입지및산업단지의 조성,옥성공업단지조성사업,1069841.051,1815158.618
ME2005B001,산업입지및산업단지의 조성,마산자유무역지역시설공사,1100707.092,1691654.234
WJ1990B002,산업입지및산업단지의 조성,음성소이지구공업단지조성,1022889.739,1881214.127
WJ1997B001,산업입지및산업단지의 조성,맹동지방산업단지조성사업,1005726.421,1880386.629
ND1998B003,산업입지및산업단지의 조성,정일에너지㈜탱크터미널부지조성사업,1169055.116,1717082.197
DG1993B003,산업입지및산업단지의 조성,포항제철소제3투기장지역공장건설,1171637.035,1783727.082
DG2005B002,산업입지및산업단지의 조성,외동2 일반지방산업단지 조성사업,1164565.989,1743349.221
WJ1990B004,산업입지및산업단지의 조성,충주공업단지조성,1039250.708,1890819.448
GG2006B001,산업입지및산업단지의 조성,동양매직㈜ 예산공장 농공단지 확장,931063.3676,1864137.988
ME1991B006,산업입지및산업단지의 조성,"평택·당진항 개발사업 계획변경(구, 아산산업기지항만건설사업)",943242.3932,1881759.786
GG1994B002,산업입지및산업단지의 조성,천안 제3공업단지조성사업,965531.3788,1871068.974
YS1990B002,산업입지및산업단지의 조성,여천탱크터미널부지조성사업,1024692.389,1651533.132
ND2015B019,산업입지및산업단지의 조성,칠북 성호일반산업단지 조성사업,909789.2156,1706621.357
ME1990B003,산업입지및산업단지의 조성,대전제3?4공업단지조성사업,991308.8971,1827091.04
YS1999B002,산업입지및산업단지의 조성,여천공업기지확장단지개발계획,1015508.15,1649285.718
HG1995B004,산업입지및산업단지의 조성,포천영문지구지방공업단지조성사업,978944.6891,2000723.424
ME1994B010,산업입지및산업단지의 조성,아산(평택)항 자동차 전용부두 등 종합물류단지 및 준설토 투기장 호안 축조공사,935250.4253,1892148.64
GI1999B001,산업입지및산업단지의 조성,평택생산기지3차확장사업,936703.8736,1890271.326
ME1995B003,산업입지및산업단지의 조성,신호지방공업단지조성사업,1125560.228,1678103.883
HG1995B005,산업입지및산업단지의 조성,추팔지구 공업용지 조성사업,962341.2995,1884290.122
ME1991B003,산업입지및산업단지의 조성,대죽지구공업단지조성사업,904223.2955,1890329.297
ND2000B001,산업입지및산업단지의 조성,부산감천항중소조선공업지방산업단지조성,1136584.44,1674167.008
DG2005B005,산업입지및산업단지의 조성,진량2일반지방산업단지 개발사업,1120177.331,1763741.699
ME1988B005,산업입지및산업단지의 조성,울산용연지구공장용지조성사업,1168757.861,1721616.677
WJ1991B001,산업입지및산업단지의 조성,충주제2공업단지조성사업,1039811.598,1890557.683
ND1991B002,산업입지및산업단지의 조성,진영농공단지조성사업,1115650.849,1699880.973
ME1993B007,산업입지및산업단지의 조성,인천주물지방공업단지조성사업,924149.2538,1950634.63
ME1990B006,산업입지및산업단지의 조성,울산용연지구공장용지(추가)조성사업,1168376.837,1722058.629
WJ2010B003,산업입지및산업단지의 조성,삼표이엔씨(주) 제천공장 건설공사,1057893.569,1904531.032
DG1998B002,산업입지및산업단지의 조성,아포농공단지조성사업,1067716.051,1796878.267
DG2001B002,산업입지및산업단지의 조성,왜관지방산업단지(제2단지),1081832.208,1772423.146
GG1996B002,산업입지및산업단지의 조성,전의지방산업단지조성사업,975000.1006,1855989.845
DG2000B001,산업입지및산업단지의 조성,영주신제조창건설사업,1100248.836,1866217.198
ME1995B006,산업입지및산업단지의 조성,구지지방공단조성사업,1083422.783,1738626.11
HG1991B003,산업입지및산업단지의 조성,기아자동차㈜ 자동차주행시험장 확장공사,934004.9925,1893164.454
ME1984B001,산업입지및산업단지의 조성,광양제철소연관공업단지개발사업,1023558.869,1660404.31
JJ1992B002,산업입지및산업단지의 조성,정주2공업단지조성사업,942958.2783,1733327.187
GG1993B002,산업입지및산업단지의 조성,수석농공단지조성,910898.4854,1864782.508
HG1997B002,산업입지및산업단지의 조성,청라1지구 지방산업단지 개발사업,920886.3378,1948272.883
YS1994B001,산업입지및산업단지의 조성,광양제철소공장증설사업,1021043.753,1658256.161
JJ2006B004,산업입지및산업단지의 조성,왕궁 농공단지 조성사업,954582.142,1774932.123
ME1991B002,산업입지및산업단지의 조성,구성지방공업개발장려지구조성사업,1140300.364,1783901.571
ME1990B001,산업입지및산업단지의 조성,광주첨단과학산업연구단지기본계획,940684.9272,1691999.095
HG1999B002,산업입지및산업단지의 조성,안성제3지방산업단지조성사업,979321.2159,1886116.553
YS2002B002,산업입지및산업단지의 조성,해룡지방산업단지개발사업,1006054.419,1656549.929
JJ1998B001,산업입지및산업단지의 조성,군산산업기지개발조성사업(제2공단),917794.4253,1774832.885
DG1996B001,산업입지및산업단지의 조성,상주청리지방공단조성사업,1055719.922,1813655.694
YS2009B001,산업입지및산업단지의 조성,현대삼호중공업 서측부지 조성공사,895850.6778,1639274.046
ME1983B001,산업입지및산업단지의 조성,진해산업기지개발사업,1111289.276,1679941.078
GG1997B002,산업입지및산업단지의 조성,인주지방산업단지조성사업,944263.673,1875773.222
ME1985B003,산업입지및산업단지의 조성,남동공업단지 조성사업,928741.944,1933861.034
HG2004B002,산업입지및산업단지의 조성,김포양촌 지방산업단지 조성사업,922418.1173,1957811.619
ME1988B006,산업입지및산업단지의 조성,이리제2공단2차조성사업,955326.3446,1772989.726
ME1984B004,산업입지및산업단지의 조성,광주하남공업단지 조성사업,936279.1189,1689252.416
DG1990B004,산업입지및산업단지의 조성,다산주물공업단지조성,1080500.094,1754973.153
HG2006B009,산업입지및산업단지의 조성,양주남면 지방산업단지 조성사업,953703.652,1987076.513
WJ2015B002,산업입지및산업단지의 조성,성안일반산업단지 조성사업,1007528.248,1884455.488
GG2006B002,산업입지및산업단지의 조성,군장국가산업단지(장항지구) 개발사업,1051293.801,1667973.678
ND2009B006,산업입지및산업단지의 조성,월평일반산업단지 조성사업,1077089.141,1660985.849
DG1990B011,산업입지및산업단지의 조성,포철제3연관단지 조성사업,1169104.459,1775374.708
JJ2012B001,산업입지및산업단지의 조성,임실 제2농공단지 조성사업,981412.6765,1735086.119
WJ1997B002,산업입지및산업단지의 조성,제천왕암지방산업단지조성사업,1059329.207,1905891.546
ME1994B008,산업입지및산업단지의 조성,현대정유㈜20만BPSD정제시설증설사업,902128.977,1890401.904
YS1993B001,산업입지및산업단지의 조성,완도가용·죽청농공단지조성사업,929705.5809,1594046.88
GG2005B001,산업입지및산업단지의 조성,이월전기전자농공단지조성사업,995885.3291,1880635.933
ME1990B002,산업입지및산업단지의 조성,대불산업기지개발사업,902634.3994,1641809.854
WJ2001B001,산업입지및산업단지의 조성,중원지방산업단지개발사업,1022324.883,1890270.752
HG2002B001,산업입지및산업단지의 조성,인천검단지방산업단지개발산업,924071.35,1954930.145
YS2012B002,산업입지및산업단지의 조성,동면 제2농공단지 조성사업-재협의,956915.6018,1669839.433
ND2009B032,산업입지및산업단지의 조성,부산신항배후 국제산업물류도시(송정북측) 일반산업단지 조성사업,1123319.065,1681275.162
GG2002B002,산업입지및산업단지의 조성,송악농공단지조성사업,930336.5591,1881289.719
YS1998B002,산업입지및산업단지의 조성,나주지방산업단지조성사업,925774.6207,1666134.18
JJ1993B001,산업입지및산업단지의 조성,남원지방공업단지 조성사업,987854.6299,1710459.688
JJ1990B002,산업입지및산업단지의 조성,대한중기공업주식회사 군산공장 건설,919734.1217,1775238.99
ND2015B008,산업입지및산업단지의 조성,오토밸리시티 일반산업단지 조성사업,985227.6637,1839467.848
ND1997B001,산업입지및산업단지의 조성,달천농공단지조성사업,1164319.419,1739507.511
DG1990B006,산업입지및산업단지의 조성,영천도남농공지구조성,1130044.172,1771222.428
DG2005B003,산업입지및산업단지의 조성,포항신항만 배후지방산업단지 조성사업,1172110.604,1790485.683
ME1990B011,산업입지및산업단지의 조성,온산공업기지신기기지조성사업,1167023.275,1719473.956
GG1992B001,산업입지및산업단지의 조성,금산지방공단조성사업,1002727.009,1790998.872
YS1994B002,산업입지및산업단지의 조성,중질유분해시설사업,1020088.974,1650450.922
YS1999B001,산업입지및산업단지의 조성,광양산업기지,1024173.817,1656122.449
ME1991B005,산업입지및산업단지의 조성,영암지방공업단지조성사업,897182.3867,1639055.004
WJ1994B001,산업입지및산업단지의 조성,강릉과학산업연구단지조성사업,1119005.407,1978417.821
ME1993B013,산업입지및산업단지의 조성,군장국가공단(군산지구)개발사업,914295.8892,1773936.676
HG1996B004,산업입지및산업단지의 조성,금의지방 공업단지 개발사업,941262.1515,1901606.529
WJ1990B001,산업입지및산업단지의 조성,음성대소지구지방공업단지조성,996230.697,1886943.57
DG2016B001,산업입지및산업단지의 조성,고령 송곡일반산업단지 조성,1081427.519,1755844.1
GG2013B004,산업입지및산업단지의 조성,노성농공단지 조성사업,966725.0909,1807879.013
ND1997B002,산업입지및산업단지의 조성,서부경남첨단지방산업단지조성사업,1049625.623,1673778.138
ME1987B006,산업입지및산업단지의 조성,한국화약여수제2공장공장용지조성사업,1017813.139,1637266.628
WJ2013B003,산업입지및산업단지의 조성,유촌산업단지 조성사업,1005481.027,1883732.702
GG2002B004,산업입지및산업단지의 조성,장항원수제2농공단지,929662.3308,1779457.294
GG2001B001,산업입지및산업단지의 조성,논산지방산업단지조성사업,959405.9379,1802604.409
HG1990B002,산업입지및산업단지의 조성,평택공업단지 조성사업,962800.3945,1890507.665
HG1990B001,산업입지및산업단지의 조성,인천경인에너지공장증설사업,925385.2752,1945558.942
ME1990B012,산업입지및산업단지의 조성,군·장 산업기지 개발사업,917837.2332,1778359.165
YS1992B002,산업입지및산업단지의 조성,화순동면농공단지조성사업,956513.3702,1669754.847
WJ2006B001,산업입지및산업단지의 조성,단양 신소재 지방산업단지 조성사업,1071860.009,1891015.574
JJ1991B001,산업입지및산업단지의 조성,정읍공업단지조성사업,946772.6071,1735427.534
DG1998B003,산업입지및산업단지의 조성,남후농공단지조성사업,1103893.038,1834390.717
HG1996B003,산업입지및산업단지의 조성,현곡지방공업단지 조성사업,950554.2487,1893157.647
YS1995B001,산업입지및산업단지의 조성,목포삽진지방공업단지조성사업,897656.8054,1648388.284
WJ2008B006,산업입지및산업단지의 조성,원주 문막반계일반산업단지 조성사업,1026773.772,1922228.63
WJ1996B004,산업입지및산업단지의 조성,횡성지방공업단지조성사업,1050537.605,1940677.051
HG1998B002,산업입지및산업단지의 조성,화성지방산업단지조성사업,961569.0215,1913528.023
ME1993B015,산업입지및산업단지의 조성,아산국가공단(포승지구) 개발사업,941579.1906,1886780.48
ND2010B025,산업입지및산업단지의 조성,나전3 일반산업단지 조성사업,1124588.594,1702468.016
WJ2002B001,산업입지및산업단지의 조성,원주동화농공단지조성사업,1029928.501,1926185.014
WJ2008B009,산업입지및산업단지의 조성,괴산 건축자재 특화산업단지 조성사업,1028194.322,1869421.749
YS2015B011,산업입지및산업단지의 조성,여수국가산업단지 롯데케미칼(주) 공장증설용지 조성사업,1014760.682,1647691.63
ND2009B027,산업입지및산업단지의 조성,명동일반산업단지,935912.6812,1700347.86
ND2007B003,산업입지및산업단지의 조성,울산.미포국가산업단지(효문공단) 공장용지 조성사업,1169352.036,1732069.233
ME1994B002,산업입지및산업단지의 조성,부산과학산업지방공단 조성사업,1119094.293,1684502.65
JJ1990B003,산업입지및산업단지의 조성,이리제2공업단지 3차 조성사업,956017.8189,1773352.922
YS2015B012,산업입지및산업단지의 조성,여수국가산업단지 여천NCC(주) 공장증설용지 조성사업,1014554.169,1645703.267
DG2007B002,산업입지및산업단지의 조성,대구테크노폴리스 지방산업단지 조성사업,1086978.381,1743973.45
YS2008B004,산업입지및산업단지의 조성,광주진곡 일반산업단지 조성사업,935054.3204,1689978.168
ME1989B004,산업입지및산업단지의 조성,북평산업기지개발사업및일단의공업용지조성사업,1145265.679,1943532.693
GG2004B001,산업입지및산업단지의 조성,천안제4지방산업단지조성사업,965859.0843,1873971.747
ND2007B010,산업입지및산업단지의 조성,정촌 일반지방산업단지 조성사업,1054935.686,1681080.474
YS2007B001,산업입지및산업단지의 조성,광양항 서측배후단지 조성공사,1013355.267,1656463.904
DG2005B004,산업입지및산업단지의 조성,상주한방 일반지방산업단지 조성사업,1047750.292,1837614.312
HG2006B007,산업입지및산업단지의 조성,평택진위지방산업단지 개발사업,963064.2933,1902862.287
GG2004B002,산업입지및산업단지의 조성,추부농공단지조성사업,1000486.608,1802564.23
WJ2008B001,산업입지및산업단지의 조성,대포 제2농공단지 조성사업,1095994.881,2019789.153
ND2008B009,산업입지및산업단지의 조성,울산 High Tech Valley 조성사업,1144292.566,1726203.612
HG2008B001,산업입지및산업단지의 조성,파주 축현일반지방산업단지 조성사업,933498.9017,1978534.359
ND2015B005,산업입지및산업단지의 조성,발리일반산업단지 조성사업,981247.7138,1710662.804
ND2002B001,산업입지및산업단지의 조성,부산정관지방산업단지개발사업,1153915.212,1703742.667
ND2007B009,산업입지및산업단지의 조성,마동농공단지 조성사업,1081447.343,1664113.398
WJ1991B002,산업입지및산업단지의 조성,홍성산업 삼척공장 건설사업,1139675.176,1928202.223
YS1998B001,산업입지및산업단지의 조성,호남화력발전소회처리장증축사업,1020975.581,1651341.274
ND1989B005,산업입지및산업단지의 조성,현대자동차 울산공장 확장,1169037.913,1729824.514
GG2010B010,산업입지및산업단지의 조성,예산 신소재일반산업단지,928570.4085,1866876.105
ME1991B008,산업입지및산업단지의 조성,시화지구개발시화공업단지조성사업(재평가),931467.5942,1926685.966
ND2008B025,산업입지및산업단지의 조성,대독일반산업단지,1073775.021,1663649.326
GG2010B009,산업입지및산업단지의 조성,대덕연구개발특구 2단계(문지지구),991716.4363,1821751.707
GG2008B015,산업입지및산업단지의 조성,청산산업단지 조성사업,1026260.451,1814895.86
WJ2014B004,산업입지및산업단지의 조성,충주 제5일반산업단지 조성사업,1040067.319,1890040.888
HG2003B001,산업입지및산업단지의 조성,대덕무능지방산업단지개발사업,976225.1439,1894529.181
WJ2008B002,산업입지및산업단지의 조성,아세아시멘트(주)부지확장 사업,1071221.13,1912206.325
ND2013B007,산업입지및산업단지의 조성,김해 사이언스파크 일반산업단지 조성사업,1119452.579,1699598.272
YS2015B003,산업입지및산업단지의 조성,여수국가산업단지내 공장증설사업(롯데케미칼㈜),1016418.526,1647642.48
HG2006B010,산업입지및산업단지의 조성,수원지방산업단지(2단지) (재협의),953834.4956,1915610.824
ME1997B001,산업입지및산업단지의 조성,구미국가산업제4단지,1084429.287,1794230.885
ND2007B014,산업입지및산업단지의 조성,밀양제대농공단지 조성사업,1111099.329,1721641.106
GG2008B011,산업입지및산업단지의 조성,정안2농공단지 조성사업,966796.7177,1846970.843
ND2014B009,산업입지및산업단지의 조성,S-OIL 석유화학 복합시설 건설사업,1165954.941,1718665.357
ME2008B001,산업입지및산업단지의 조성,경주 외동 문산일반산업단지 조성사업,1164622.893,1742709.364
DG2007B004,산업입지및산업단지의 조성,성서5차 지방산업단지 조성사업,1087538.123,1764610.04
ND2014B015,산업입지및산업단지의 조성,모바일테크밸리 조성사업,983557.3773,1737883.147
ND2008B016,산업입지및산업단지의 조성,창녕 대합일반산업단지 조성사업,1085015.413,1735980.038
GG1992B003,산업입지및산업단지의 조성,현도지방공업단지조성사업,992634.4498,1834170.919
ME1988B003,산업입지및산업단지의 조성,송탄공업단지조성사업,962247.1865,1893169.543
YS1991B003,산업입지및산업단지의 조성,한양화학농천나프사분해공장건설사업,1014791.914,1645666.234
GG2008B005,산업입지및산업단지의 조성,오창제2산업단지 조성사업,995361.9102,1859436.802
ND1990B001,산업입지및산업단지의 조성,어곡지방공단조성사업,1137912.462,1710023.676
GG2008B004,산업입지및산업단지의 조성,송산일반산업단지(재협의),928438.5205,1888043.762
HG2012B005,산업입지및산업단지의 조성,평촌 스마트스퀘어 도시첨단산업단지 개발사업,952635.4374,1933446.967
ND2011B007,산업입지및산업단지의 조성,창원철강일반산업단지,1099002.31,1703660.101
ND2006B011,산업입지및산업단지의 조성,길천지방산업단지 조성사업,1143659.017,1733850.91
ND2008B005,산업입지및산업단지의 조성,사천향촌농공단지 조성사업,1055009.678,1659210.865
ND2008B007,산업입지및산업단지의 조성,산막일반산업단지 조성사업,1142009.316,1709415.24
ME2000B001,산업입지및산업단지의 조성,울산외국인투자기업입주단지조성사업,1167118.598,1724119.716
ND2007B006,산업입지및산업단지의 조성,고성조선산업특구조성사업(내산지구),1089236.555,1673342.936
YS2006B002,산업입지및산업단지의 조성,진도군내 지방산업단지 조성사업,887304.0039,1621646.209
HG1997B001,산업입지및산업단지의 조성,파주출판문화정보산업단지조성사업,928478.4203,1968831.306
YS2011B001,산업입지및산업단지의 조성,여수 묘도 녹색산업단지(일반) 조성사업,1017932.943,1654228.823
HG2007B002,산업입지및산업단지의 조성,파주월롱 첨단산업단지,936582.0286,1981942.446
ND1989B004,산업입지및산업단지의 조성,울산 PO/SM공장 건설사업,1168840.877,1723716.824
ME1989B005,산업입지및산업단지의 조성,여천공업기지중방단지조성사업,1013554.01,1646386.515
DG2005B001,산업입지및산업단지의 조성,다산2일반지방산업단지 조성사업,1079446.097,1755417.087
GG2012B004,산업입지및산업단지의 조성,남공주 일반산업단지 조성사업,967387.0495,1867950.652
GG2005B003,산업입지및산업단지의 조성,중평지방산업단지 조성사업,1008296.333,1866916.164
ME2002B001,산업입지및산업단지의 조성,대구봉무지방산업단지(패션·어패럴밸리)조성사업,1102713.087,1770157.158
YS1991B001,산업입지및산업단지의 조성,럭키석유화학여천나프타분해공장건설사업,1016735.632,1648945.748
ND1991B007,산업입지및산업단지의 조성,듀폰한양TiO₂공장건설사업,1167740.162,1714620.293
ME1990B004,산업입지및산업단지의 조성,부용공업단지조성,987841.8213,1833372.302
GG2011B008,산업입지및산업단지의 조성,연기세종테크노밸리 일반산업단지 조성사업,970489.0511,1846235.334
ME1987B011,산업입지및산업단지의 조성,대덕연구단지 조성사업,988658.7969,1820978.336
ND2004B001,산업입지및산업단지의 조성,오비일반지방산업단지조성사업,1102082.513,1658577.348
GG2000B001,산업입지및산업단지의 조성,소각시설증설및공장부지확장사업,985991.5068,1850786.781
ME1984B003,산업입지및산업단지의 조성,옥포산업기지개발,1109496.28,1652320.668
ND1990B002,산업입지및산업단지의 조성,중리일단의공업용지조성사업,1091919.903,1694651.72
ME1987B007,산업입지및산업단지의 조성,진해마천지구주물공단조성사업,1117169.15,1681066.778
HG2015B006,산업입지및산업단지의 조성,서울우유 일반산업단지 조성사업,960878.9502,1980991.585
ME1989B003,산업입지및산업단지의 조성,대구월배공업단지조성사업,1092386.459,1758798.464
YS1990B001,산업입지및산업단지의 조성,목포산정농공지구조성사업,897173.4134,1647432.346
ND1989B003,산업입지및산업단지의 조성,울산 PE/PP공장 건설사업,1164410.378,1724155.992
ME1991B001,산업입지및산업단지의 조성,평동공업단지조성사업(1차공단),933095.6535,1682284.7
