사업코드,사업구분,사업명,X좌표,Y좌표
WJ1993E007_BA01001,도로의 건설,문막~원주간 도로확장 및 포장공사,1033378.511,1926790.217
HG2006J001_BA01001,개간 및 공유수면의 매립,송도해안도로 확장 및 공유수면 매립공사,927292.351,1932469.502
DG2009J001_BA01001,개간 및 공유수면의 매립,형산강변도로(송도지구) 공유수면매립,1169191.303,1784031.987
ME2010J001_BA01001,개간 및 공유수면의 매립,새만금지구 간척종합개발사업(의복석산 개발사업),922133.1897,1750263.507
HG1997C002_BA01001,공항 또는 비행장의 건설,345KV영흥도관련송전선로(2구간)건설사업,930333.3681,1921979.552
HG2006G001_BA01001,공항 또는 비행장의 건설,의정부경전철 민간투자 시설사업,960707.2272,1971774.791
HG1996C002_BA01001,공항 또는 비행장의 건설,345KV영흥도관련송전선로(1구간)건설사업,918943.4272,1921517.385
HG1995C007_BA01001,공항 또는 비행장의 건설,345kv삼천포-신김해시송전선로건설,1081842.125,1683800.978
ME1997P003_BA01001,국방군사시설의 설치,'96 교-비-1 시설공사,1104614.629,1767068.247
HG2010P001_BA01001,국방군사시설의 설치,서울기지 시설보완공사(공군),966007.9561,1940005.302
HG2012P001_BA01001,국방군사시설의 설치,00비상활주로 대체시설,955209.4987,1917154.567
HG2007E009_BA01001,도로의 건설,포곡-양지 도시고속화도로 민간투자사업,979818.4529,1917011.435
JJ2001E005_BA01001,도로의 건설,적상-무주IC간 도로확·포장공사,1014052.932,1771852.54
DG2009E001_BA01001,도로의 건설,국가지원지방도 67호선(대구시계~고령개진) 건설공사,1075225.921,1744081.503
ND2001E004_BA01001,도로의 건설,울산-강동간 도로4차선확장및포장공사(울산광역시 북구 연암동~경북 경주시 양남면 수렴리) (재협의),1175424.664,1738542.583
DG2006E012_BA01001,도로의 건설,영주 풍기~단산간 도로 확포장공사,1093173.701,1877782.881
GG2009E003_BA01001,도로의 건설,서산~창리간 지방도 확.포장공사,901259.4232,1856838.992
HG2002E005_BA01001,도로의 건설,영통지구-상현리간 도로개설공사,962497.3908,1920696.013
ND2000E012_BA01001,도로의 건설,국가지원지방도 60호선(양산-동면간) 도로4차로 확장공사(재협의),1145895.713,1706397.288
GG1999E001_BA01001,도로의 건설,구룡-부여간 도로확장 및 포장공사,942802.9005,1807164.783
HG1992E003_BA01001,도로의 건설,경인우회유료고속화도로 타당성조사 및 기본설계,937363.2948,1941348.213
YS2005E012_BA01001,도로의 건설,군내~고군 도로확장공사,889360.3798,1617943.222
DG2003E001_BA01001,도로의 건설,가산-상림간 도로4차선 확장 및 포장공사,1090928.253,1790423.238
GG1995E009_BA01001,도로의 건설,동부우회도로 개설공사,1001222.168,1851373.508
YS2005E003_BA01001,도로의 건설,목포시 관내 국도대체우회도로(고하~죽교) 건설공사,895291.1931,1644331.544
GG1993E001_BA01001,도로의 건설,국도 21호선 우회도록 개설,968296.2302,1865035.848
JJ2006E001_BA01001,도로의 건설,옥과-적성간 도로 확장공사,974045.8696,1704892.409
ND2005E012_BA01001,도로의 건설,고제~무풍 국도건설공사,1029959.198,1761981.54
JJ1999E011_BA01001,도로의 건설,전주시 관내 국도대체 우회도로(이서-용정),959210.4032,1761393.764
ME2006E006_BA01001,도로의 건설,남해고속도로(서김해~사상간)확장사업,1121753.794,1687638.171
HG1998E011_BA01001,도로의 건설,분오-오목천간도로확.포장공사(안산본오-수원오목),947482.1989,1916873
JJ1998E015_BA01001,도로의 건설,용담댐이설도로공사,998733.5376,1763969.216
HG2004E013_BA01001,도로의 건설,운양~하성간도로건설공사,926035.9495,1967200.748
ND2001E005_BA01001,도로의 건설,쌍백～합천간 국도4차로 확장공사,1060250.139,1723006.029
DG2007E004_BA01001,도로의 건설,경주시관내 국도대체우회도로(상구-효현)건설공사,1149950.442,1762189.283
GG2006E009_BA01001,도로의 건설,인포~보은 도로건설공사 실시설계,1017045.546,1826889.452
HG2004E026_BA01001,도로의 건설,광주-양수간국도확장공사,979417.2471,1956853.897
ND2003E009_BA01001,도로의 건설,마산항 진입도로 건설공사,1098154.009,1685969.204
DG2007E001_BA01001,도로의 건설,영주시관내 국도대체우회도로(가흥~상망) 건설공사,1102994.502,1872055.12
YS2007E009_BA01001,도로의 건설,광양시 국도대체우회도로(중군~진정)건설공사,1018490.818,1664147.771
HG2004E025_BA01001,도로의 건설,가납~용암간도로확·포장공사,956203.0033,1982659.915
JJ1996E004_BA01001,도로의 건설,군장공단-호남고속연결도로(2공구) 건설공사,954061.0789,1765590.054
WJ1993E002_BA01001,도로의 건설,갈미-충주간 도로확장 및 포장공사,1043172.744,1876977.481
ME2002E003_BA01001,도로의 건설,광주 제2순환도로 4구간(마특IC-신가지구)건설공사,939028.7658,1685889.98
DG1994E001_BA01001,도로의 건설,구룡포-포항간 도로4차선 확장 및 포장공사,1179963.392,1777808.1
GG2006E008_BA01001,도로의 건설,가야산 순환도로 건설공사,920675.1104,1861676.919
DG2009E002_BA01001,도로의 건설,테크노폴리스 진입도로 건설사업,1089717.682,1751262.623
JJ2005E006_BA01001,도로의 건설,진안~성수간 도로공사,989369.0332,1747214.165
HG2006E004_BA01001,도로의 건설,불현~신장간 도로 확 포장공사,981612.2168,1895179.312
ME2001E015_BA01001,도로의 건설,광혜원-오생간도로개설공사,1004194.619,1886564.487
ME2003E015_BA01001,도로의 건설,"동해고속도로(주문진~속초간) 건설사업 6,7공구",1095282.709,2018668.377
ME2005E001_BA01001,도로의 건설,88올림픽고속도로(담양~남원간)확장사업,972828.8643,1708365.306
GG1993E002_BA01001,도로의 건설,대전시계-조치원간 도로확장 및 포장공사,978395.1756,1833227.315
ND2004E016_BA01001,도로의 건설,국도25호선 대체우회도로(용동-동읍) 건설공사,1108668.36,1695873.639
YS2008E009_BA01001,도로의 건설,조천우회도로(함덕~동복) 건설공사,925240.0257,1505324.782
ND2002E003_BA01001,도로의 건설,국가지원지방도 69호선 원리-영포간(장선리-이천간)2차로 축조공사,1131359.562,1715650.474
HG2006E002_BA01001,도로의 건설,고양~광탄간 도로 확·포장공사,944066.8933,1972403.254
ND1998E006_BA01001,도로의 건설,국도 25호선 대체우회도로(천선-용동) 건설공사,1110452.15,1691850.19
ND2004E008_BA01001,도로의 건설,명지대교건설사업,1130547.378,1678565.427
ND1999E001_BA01001,도로의 건설,가덕항 배후도로(가락IC-대동)확장 및 포장공사,1128649.828,1692207.306
WJ1997E009_BA01001,도로의 건설,괴산우회도로 축조 및 포장공사,1025644.969,1869046.928
ND2002E002_BA01001,도로의 건설,국가지원지방도 60호선 (동면-장안간) 4차로 확장공사,1153145.39,1705242.814
ND2005E006_BA01001,도로의 건설,산내~상북 국도 확장공사,1130777.16,1734008.481
JJ2002E008_BA01001,도로의 건설,남원~상귀리~곡성간 도로 확장 및 포장공사,983813.5959,1706471.188
GG1995E012_BA01001,도로의 건설,공주-종촌간 도로 확장 및 포장공사 실시설계용역,971837.8232,1832181.277
DG1998E008_BA01001,도로의 건설,국가지원지방도로 67호선(왜관-대구간)도로4차선확장 및 포장공사,1081457.994,1771371.298
GG1993E003_BA01001,도로의 건설,두마-논산간 도록확장 및 포장공사,972517.7165,1801297.409
DG1998E020_BA01001,도로의 건설,국가지원지방도 68호선 안강-현곡간 도로 4차로 확장 및 포장공사 실시설계,1156659.624,1769855.473
JJ1997E001_BA01001,도로의 건설,금강하구 연안도로 개설공사,932301.9381,1777596.335
WJ2000E007_BA01001,도로의 건설,미로-삼척간 도로확장 및 포장공사,1143609.538,1935903.701
DG2003E002_BA01001,도로의 건설,경주시 국도대체우회도로(효현-내남)건설공사 실시설계,1151080.907,1755057.006
YS2006E002_BA01001,도로의 건설,고현~이동 국도건설공사,1038377.874,1647397.396
GG2005E002_BA01001,도로의 건설,대율~증평I.C간 도로 확·포장공사,1001878.743,1861793.242
ND2005E007_BA01001,도로의 건설,국가지원지방도 60호선(생림~상동) 건설공사 (최종),1131183.383,1702924.353
WJ2001E002_BA01001,도로의 건설,구성포-두촌-어론간 도로확장 및 포장공사,1045088.209,1981457.541
DG2000E001_BA01001,도로의 건설,거창-김천간 국도4차로 확장공사 기본설계(타당성조사용역),1045973.02,1773425.38
GG1996E012_BA01001,도로의 건설,무주-양강간 도로확·포장 공사,1015643.844,1781324.794
GG1997E007_BA01001,도로의 건설,공주-이인간 도로확장 및 포장공사,962345.009,1821024.463
WJ2003E014_BA01001,도로의 건설,국도 59호선 진부~평창간 도로개수 및 포장공사,1093235.298,1956567.649
ND2002E001_BA01001,도로의 건설,거제시관내 국도대체 우회도로(신현-일운) 건설공사,1105900.826,1653217.162
JJ2008E001_BA01001,도로의 건설,백제로 건설공사(2차구간),951567.1677,1783477.719
ME2005E006_BA01001,도로의 건설,88올림픽고속도로(거창~성산간) 확장사업,1061670.79,1744606.674
ME2005E004_BA01001,도로의 건설,88올림픽고속도로(남원~함양간)확장사업,1000765.072,1721751.422
ME2005E002_BA01001,도로의 건설,88올림픽고속도로(함양~거창간)확장사업,1032291.802,1732024.608
GG2005E016_BA01001,도로의 건설,가야산 순환도로 건설공사,921582.1001,1859588.58
GG2006E001_BA01001,도로의 건설,인주산단(1공구) 해안진입도로 개설공사 및 공유수면 매립사업,945397.9617,1876648.526
YS2005E006_BA01001,도로의 건설,광양시 국도대체우회도로(세풍~중군)건설공사,1012645.675,1659043.471
ME1995E010_BA01001,도로의 건설,김천~구미간도로4차선확장및포장공사,1064962.661,1795826.814
GG2004E005_BA01001,도로의 건설,서천IC-판교간 도로건설공사,926688.2851,1792012.483
GG1996E009_BA01001,도로의 건설,가곡-고대간 도로확장 및 포장공사,929436.4036,1887141.098
ME2003E001_BA01001,도로의 건설,내각-오남간 도록 확포장공사 실시설계,972573.429,1966049.671
HG2004E022_BA01001,도로의 건설,서부우회도로 화성시구간 기본 및 실시설계,955790.9388,1912717.945
HG1998E010_BA01001,도로의 건설,강화해안 순환도로 확포장공사(2구간),912066.6419,1976116.762
DG1997E001_BA01001,도로의 건설,건천IC-천북간 도로4차선 축조공사,1150043.048,1765083.009
HG2004E019_BA01001,도로의 건설,광암~마산간 도로 확·포장공사,968510.1977,1985508.786
ME1994E011_BA01001,도로의 건설,구안국도~서변동간순환도로건설사업,1097121.357,1772747.515
HG2005E009_BA01001,도로의 건설,설마~구읍간 도로 확·포장공사,950447.6206,1994348.241
YS2006E001_BA01001,도로의 건설,격포~하서 도로확장공사,914857.126,1744790.067
HG1993E015_BA01001,도로의 건설,국도3호선 우회도로 개설공사,958932.6101,1970055.738
ND1999E005_BA01001,도로의 건설,고성~상리간 도로4차로 확장 및 포장공사,1064715.427,1666889.688
HG1995E002_BA01001,도로의 건설,발안~반월간 도로확장및포장공사,944643.9276,1912219.613
WJ1997E003_BA01001,도로의 건설,삼척-근덕간 도로확장 및 포장공사,1153021.283,1931148.69
DG1993E007_BA01001,도로의 건설,노룻재 터널 축조공사 기본설계,1131980.841,1882079.923
ND2004E015_BA01001,도로의 건설,대의∼의령 국도 확장공사,1059382.272,1707394.548
HG2004E023_BA01001,도로의 건설,법원~상수간 도로 확·포장공사,950975.7414,1983671.984
DG1998E024_BA01001,도로의 건설,문경시 관내국도 대체우회도로(봉서~견탄)건설공사,1059160.73,1845449.525
GG2005E007_BA01001,도로의 건설,군장국가산업단지 지원도로(장항1지구)건설공사,923632.9716,1787663.172
WJ2000E003_BA01001,도로의 건설,귀래-매지간 도로확장 및 포장공사,1035056.425,1914843.483
JJ1998E001_BA01001,도로의 건설,구미-전주간 도로확장 및 포장공사,965478.6444,1745766.442
JJ2001E004_BA01001,도로의 건설,사매 우회도로 축조공사,985813.5605,1723590.439
WJ2001E001_BA01001,도로의 건설,가평-신팔간 도로확장 및 포장공사,983779.2699,1981017.306
DG1997E005_BA01001,도로의 건설,천북-포항간 도로 4차선 축조공사,1161285.431,1773834.167
WJ2000E004_BA01001,도로의 건설,귀래우회도로 건설공사 실시설계,1034632.478,1908348.583
ME2004E013_BA01001,도로의 건설,목포-광양간 고속도로(장흥-보성간) 건설사업,958548.6187,1644248.122
WJ2003E011_BA01001,도로의 건설,두능-연곡 도로 건설공사,1111203.361,1984266.734
GG1999E008_BA01001,도로의 건설,두마-반포간 도로확장 및 포장공사,978685.5029,1813459.015
HG2005E004_BA01001,도로의 건설,설악~신천 도로건설공사,996061.0239,1966716.808
WJ1999E002_BA01001,도로의 건설,북면-속초간 도로확장 및 포장공사 실시설계,1083014.839,2024398.783
JJ1996E003_BA01001,도로의 건설,군장공단-호남고속연결도로(1공구) 건설공사 실시설계,942682.3012,1768769.196
DG1996E002_BA01001,도로의 건설,낙동-상주간도로 4차선확장 및 포장공사 실시설계용역,1069830.27,1821110.247
ND2005E005_BA01001,도로의 건설,밀양~밀양대 국도건설공사,1117114.559,1718999.002
GG2003E013_BA01001,도로의 건설,대산-석문 도로건설공사,910290.4505,1890515.779
ME1990E002_BA01001,도로의 건설,대구-김해간 고속도로건설 타당성조사,1115678.832,1729518.478
DG2000E002_BA01001,도로의 건설,국가지원지방도 30호선(가창-각남간)4차로 확장공사,1105905.308,1742354.596
JJ2005E003_BA01001,도로의 건설,무주~설천간 도로 확장공사,1023182.13,1779848.953
WJ2004E001_BA01001,도로의 건설,북면-용대간 도로확장 및 포장공사,1069776.943,2020755.077
ND2005E001_BA01001,도로의 건설,삼락IC-양사시간 도로확장 및 개설공사,1137296.076,1695948.564
ME1996E001_BA01001,도로의 건설,경부고속도로(양더-신상간)확장사업,995738.566,1818283.607
WJ2004E003_BA01001,도로의 건설,군도 4차선(원암-천진간) 도로 확·포장공사,1088816.075,2027216.734
ME1997E014_BA01001,도로의 건설,매송~송산간 도로확·포장공사,938899.0993,1912593.937
GG1996E011_BA01001,도로의 건설,석문공업단지 진입도로 4차선 확장 및 포장공사,919137.8511,1884827.524
ME2004E017_BA01001,도로의 건설,경부고속도로 (옥천~영동간) 확장사업,1027424.855,1809129.111
GG2004E012_BA01001,도로의 건설,남일-보은간 도로확장 및 포장공사 실시설계,1009433.356,1831866.294
ND2003E008_BA01001,도로의 건설,밀양시 관내 국도대체우회도로(연금-다죽1공구) 건설공사,1117488.796,1716654.815
ME1996E006_BA01001,도로의 건설,동부순환도로 개발공사,996521.1514,1816117.314
GG2005E001_BA01001,도로의 건설,갈산-해미 도로건설공사 실시설계,912873.7177,1851367.416
WJ2005E006_BA01001,도로의 건설,노곡~덕산간(들입재터널) 도로확·포장공사,1150460.925,1930793.47
GG1992E004_BA01001,도로의 건설,동이~고당간 도로확장 및 포장공사,1013029.204,1805902.685
DG1996E006_BA01001,도로의 건설,금호-영천(영천우회)간 도로4차선확장및포장공사 실시설계,1130669.248,1779404.33
YS2002E005_BA01001,도로의 건설,남창~삼산간 도로확장 및 포장공사,914395.4218,1604897.694
ME2003E013_BA01001,도로의 건설,내사~마즈막재간도로확.포장공사,1043042.362,1884213.86
ME1991E003_BA01001,도로의 건설,분당신도시 주변도로건설사업,963105.3293,1936936.107
WJ1996E001_BA01001,도로의 건설,생극-장호원간 도로확장 및 포장공사,1010462.603,1898821.382
ME2002E028_BA01001,도로의 건설,마령~진안간 도로확장 및 포장공사,986294.977,1749323.97
DG1995E002_BA01001,도로의 건설,문경-수안보간 4차선도로 확장 및 포장공사,1047862.237,1861662.877
WJ2005E007_BA01001,도로의 건설,금당~상안미간 도로 확·포장공사,1079131.248,1947736.753
HG1993E017_BA01001,도로의 건설,강화-양촌간도로확장및포장공사,914612.8691,1970474.862
ME2004E018_BA01001,도로의 건설,동해고속도로(주문진~속초간)건설사업,1104658.719,2003603.389
GG1996E013_BA01001,도로의 건설,부여-논산간 도로확장 및 포장공사,953038.616,1806693.247
ND2003E004_BA01001,도로의 건설,산내 우회도로 축조공사,1126185.01,1734330.593
WJ2000E013_BA01001,도로의 건설,문혜-지경간 도로확장 및 포장공사,987236.9085,2025902.711
GG1995E006_BA01001,도로의 건설,백제문화권개발(백제큰길) 도로축조 및 포장공사,957087.2449,1821582.967
ME1996E005_BA01001,도로의 건설,대전-진주간 고속도로건설 타당성조사,1013959.491,1743796.39
DG2005E003_BA01001,도로의 건설,다인~봉양 국도건설공사,1081261.976,1824208.903
ME1997E012_BA01001,도로의 건설,서울외곽순환 및 중부고속도로(하일~호법간) 확장사업,986107.0667,1924414.165
DG2004E008_BA01001,도로의 건설,"소천~서면 1,2,3구간 도로건설공사",1143833.411,1882963.072
ND2003E002_BA01001,도로의 건설,동읍우회도록축조공사,1108111.973,1699244.344
ME2002E030_BA01001,도로의 건설,목포~광양간 고속도로(목포~장흥간) 건설사업,927836.3412,1634013.208
JJ1993E003_BA01001,도로의 건설,군·장산업기지 군산측 진입도로건설공사,928920.9867,1772069.823
ME1996E012_BA01001,도로의 건설,대전~당진간 고속도로(서공주~예산간)건설사업,954933.5808,1836780.483
WJ2002E001_BA01001,도로의 건설,간성-현내간 도로확장 및 포장공사,1081963.582,2049887.79
ND2004E001_BA01001,도로의 건설,상리~사천간 도로4차로 확장 및 포장공사(재협의),1057929.473,1673813.733
ND2005E003_BA01001,도로의 건설,생림~삼랑진간 4차로 확·포장공사,1122020.91,1707994.707
GG2004E007_BA01001,도로의 건설,"보령성주, 서천판교 우회도로 건설공사(서천판교 우회도로)",926133.9805,1796193.643
ME1999E019_BA01001,도로의 건설,단월~도계간 도로개량 및 포장공사,1015173.515,1952615.448
DG1994E002_BA01001,도로의 건설,상주-점촌간 도로4차선 확장 및 포장공사,1059795.631,1834600.889
JJ2003E007_BA01001,도로의 건설,무주안성 우회도로 건설공사,1014892.308,1762832.485
WJ1998E002_BA01001,도로의 건설,시곡-연당간 도로확장 및 포장공사,1075206.62,1908360.382
YS2004E004_BA01001,도로의 건설,도암-유치간 지방도 확·포장공사,944977.8488,1654043.016
DG2002E010_BA01001,도로의 건설,선산-도개간 국도4차로 확장공사,1074536.807,1808498.127
ME1993E006_BA01001,도로의 건설,수도권 신국제공항 연육교 건설사업,919279.4207,1950109.261
YS2005E021_BA01001,도로의 건설,송현~남평 도로확장공사,936125.61,1665597.153
WJ2001E003_BA01001,도로의 건설,문곡-사북간 도로 확장 및 포장공사,1111421.341,1918657.708
JJ2004E003_BA01001,도로의 건설,아산~무장간 도로확장 및 포장공사,917565.6209,1716685.019
DG1993E002_BA01001,도로의 건설,성주-선남간 도로4차선 확장 및 포장실시설계,1074539.242,1768625.682
GG2003E003_BA01001,도로의 건설,석문-가곡간 도로확장 및 포장공사,922054.7728,1886720.242
GG2005E006_BA01001,도로의 건설,아산~천안 도로건설공사,963853.5218,1864983.52
WJ1999E009_BA01001,도로의 건설,봉평우회도로포장공사,1075897.902,1956972.441
HG2005E014_BA01001,도로의 건설,시흥도리~인천남동간 도로 민간투자사업,937016.6524,1932354.468
YS2005E005_BA01001,도로의 건설,화순~광주 도로확장공사,950353.3799,1676949.538
ME2005E009_BA01001,도로의 건설,인천대교 연결도로 건설사업,923711.6743,1936758.544
ME1991E009_BA01001,도로의 건설,자유로건설사업,928477.2873,1963863.34
WJ1993E005_BA01001,도로의 건설,인구-양양간 도로확장 및 포장공사,1104998.296,2004860.242
GG1996E010_BA01001,도로의 건설,오창-진천간 도로확장 및 포장공사,993912.6849,1869248.207
ME2000E018_BA01001,도로의 건설,죽전~성기간 도로개설공사,1052902.217,1750069.567
GG1995E018_BA01001,도로의 건설,대천-광천간 도록확장 및 포장공사,918267.9844,1826408.732
HG2005E007_BA01001,도로의 건설,일죽~도계간 도로 확·포장공사,1000282.784,1896706.568
WJ1995E010_BA01001,도로의 건설,용문~용두간 도로확장 및 포장공사 실시설계,1012129.822,1946378.84
ME2000E019_BA01001,도로의 건설,대구광역시 4차순환도로(서변동~도동~안심국도) 건설,1101830.266,1772334.319
GG1995E007_BA01001,도로의 건설,부귀-진안간 도록확장 및 포장공사,988552.9519,1753022.647
WJ2002E004_BA01001,도로의 건설,북면-원덕간 도로확장 및 포장공사,1162955.239,1913224.99
ND1997E001_BA01001,도로의 건설,사림동-동읍간 우회도로 설치공사,1107805.511,1696388.713
DG2002E012_BA01001,도로의 건설,김천시 관내 국도 대체 우회도로(농소-어모간) 건설공사,1060194.271,1796027.279
DG1992E001_BA01001,도로의 건설,군위-의성간도로 4차선 확장 및 포장공사실시설계용역,1103414.413,1814520.176
GG1995E014_BA01001,도로의 건설,당진-신평간 도로확장 및 포장공사,927620.3903,1878537.624
HG2005E002_BA01001,도로의 건설,동탄~수원간 도로건설사업,959427.9529,1914802.647
ME1998E007_BA01001,도로의 건설,도고-선장 우회도로 건설공사,943108.0814,1863598.619
DG2004E004_BA01001,도로의 건설,국가지원지방도 49호선(화서-화북)건설공사 실시설계,1038231.241,1833020.362
DG2005E004_BA01001,도로의 건설,경주시 관내 국도대체우회도로(내남~외동)건설공사,1159814.266,1747808.696
ME1996C001_BA01001,도로의 건설,영흥도 화력발전소 진입도로 및 연육교 건설,913212.1835,1917300.157
WJ2001E008_BA01001,도로의 건설,양구읍(웅진리구간)지내 국도개량 건설공사,1041893.444,2006590.438
WJ2003E007_BA01001,도로의 건설,진천IC-금왕간 도로확장 및 포장공사,1003762.014,1881681.457
HG2004E015_BA01001,도로의 건설,여주IC~장호원 도로건설공사,1014379.614,1909728.725
ME2001E014_BA01001,도로의 건설,산업로배면도로(율동-호계)개설공사,1169534.146,1736996.655
GG1993E004_BA01001,도로의 건설,신평-영인간 도로 확장 및 포장공사,940411.4631,1876636.881
DG1994E003_BA01001,도로의 건설,왜관IC-대구시계간 도로4차선 확장 및 포장공사,1089551.482,1772008.768
ME1996E002_BA01001,도로의 건설,금산선(국도17호선)도로확장공사 기본 및 실시설계,998851.9462,1802830.661
HG1993E011_BA01001,도로의 건설,발안~수원시 계간도로 확장사업,949822.8943,1907787.822
DG2005E001_BA01001,도로의 건설,달성2차(구지) 산업단지 지원도로 건설공사,1083098.997,1738450.209
YS2003E008_BA01001,도로의 건설,세지우회도록건설공사,931652.9322,1657879.335
GI2004E003_BA01001,도로의 건설,수원시 관내 국도대체우회도로(분천~진안간) 개설공사 (재협의),957973.59,1911981.102
JJ2001E006_BA01001,도로의 건설,전주시 국도대체 우회도로(용정~춘포) 건설공사,959195.1389,1766368.496
ND2002E008_BA01001,도로의 건설,생비량~쌍백 국도 4차로 확장공사,1057875.668,1713799.061
YS1994E006_BA01001,도로의 건설,전주-소양간 도로확장 및 포장공사,974279.1032,1761982.956
WJ2000E012_BA01001,도로의 건설,신북-양구(수인리구간)간 국도개량공사,1036388.571,2003475.821
WJ1994E001_BA01001,도로의 건설,신탄리~월정리간도로개수및포장공사,972988.9518,2030358.249
WJ1994E004_BA01001,도로의 건설,양평~용문간 도로확장 및 포장공사 실시설계,1002377.43,1943932.185
WJ1995E009_BA01001,도로의 건설,여주-강천간 도로확장 및 포장공사 실시설계,1016997.947,1920463.445
GG2005E004_BA01001,도로의 건설,진천~증평(제1공구) 도로건설공사,998654.7951,1872012.618
GG1997E009_BA01001,도로의 건설,백제문화권연계 및 칠갑산 진입도로 확·포장공사,947702.9042,1819968.046
GG1994E006_BA01001,도로의 건설,장항-여천간 도로확장 및 포장공사,928771.6445,1784477.574
ME2001E010_BA01001,도로의 건설,사내-잠곡간 도로확·포장공사,997823.9427,2013563.96
DG1997E003_BA01001,도로의 건설,상림-해평간 도로 4차선 확장및 포장공사 실시설계,1081358.92,1797121.04
ME1994E010_BA01001,도로의 건설,수도권신국제공항전용고속도로 건설사업,923386.926,1951538.345
ME2000E001_BA01001,도로의 건설,인천-부천간 도로개설공사,928640.7285,1947565.638
ND1995E001_BA01001,도로의 건설,안성-산청간 도로4차선 확장 및 포장공사,1036308.337,1710686.418
ND1997E005_BA01001,도로의 건설,상북-울산간 도로확장 및 포장공사,1149438.262,1729535.124
ME1996E003_BA01001,도로의 건설,남해고속도로(내서-냉정간)확장사업,1104074.213,1698282.723
WJ1997E004_BA01001,도로의 건설,연풍-수안보간 도로확장 및 포장공사,1046292.657,1868789.367
WJ1998E003_BA01001,도로의 건설,영월-연당간 도로확장 및 포장공사,1084695.836,1910573.452
HG2004E012_BA01001,도로의 건설,국도39호선 우회도로 개설공사,938707.5646,1937214.293
HG2005E008_BA01001,도로의 건설,사가정길~암사동간 도로개설공사,966745.3757,1953061.186
JJ2005E001_BA01001,도로의 건설,신태인~김제 도로확장공사,940594.7483,1750722.189
HG2005E006_BA01001,도로의 건설,동두천시관내 국도대체우회도로(회천~상패)건설공사,959255.6657,1990783.36
WJ1999E004_BA01001,도로의 건설,원주시 관내국도대체우회도로(동화-관설) 건설공사,1036093.251,1921808.83
WJ2000E015_BA01001,도로의 건설,상판~적목간 도로확장 및 포장공사,991996.2183,1993838.765
WJ2005E004_BA01001,도로의 건설,영월~방림(1) 도로건설공사,1079667.479,1932911.614
ND1998E003_BA01001,도로의 건설,인정국가공업단지 진입도로 공사,1079811.864,1663748.188
WJ1997E010_BA01001,도로의 건설,내사~이천간 도로확장 및 포장공사,992507.1763,1916492.21
DG2001E008_BA01001,도로의 건설,서면~근남간국도4차로확장공사,1161629.518,1888361.062
WJ1993E003_BA01001,도로의 건설,속초-갈성간 도로확장 및 포장공사,1090598.334,2034415.535
GG2005E015_BA01001,도로의 건설,청주시 국도대체우회도로(휴암~오동) 건설공사,992624.6899,1851692.72
GG1996E014_BA01001,도로의 건설,영인-둔포간 도로확장 및 포장공사,954784.7073,1878226.172
ME2004E019_BA01001,도로의 건설,전주~광양간 고속도로(전주~임실간) 건설사업,976202.7942,1748360.656
HG1994E001_BA01001,도로의 건설,안양~판교간 지방도확·포장공사,958876.5364,1932674.989
DG1995E005_BA01001,도로의 건설,평은-영주간 도로 4차선 확장 및 포장공사,1104904.955,1864061.071
WJ2005E008_BA01001,도로의 건설,신니~노은 도로건설공사,1020556.76,1891533.205
ME1999E018_BA01001,도로의 건설,영동고속도로(호법~가남간) 확장사업,1000720.082,1916202.995
ND2005E002_BA01001,도로의 건설,창녕~고암 국도건설공사,1088724.977,1728809.451
ME1991E001_BA01001,도로의 건설,시흥-안산간 고속도로건설( 및 2 경인 고속도로 건설),936224.7004,1937151.967
GG2005E005_BA01001,도로의 건설,영동~용산 도로건설공사,1026729.071,1801104.419
ND2005E004_BA01001,도로의 건설,웅동~장유 국도확장공사,1119163.053,1684735.215
ME2001E007_BA01001,도로의 건설,남일-미원간 국가지원지방도 확포장공사,1009552.303,1843494.413
GG2003E014_BA01001,도로의 건설,천안시 국도대체우회도로(소정~배방) 건설공사 실시설계,967498.2643,1858921.982
ME1993E013_BA01001,도로의 건설,해안도로광로2류5호선도로 개발공사,924270.8796,1934951.722
DG1995E004_BA01001,도로의 건설,예천-안동간 도로 4차선 확장 및 포장공사,1093946.683,1843697.158
GG2005E009_BA01001,도로의 건설,청주시 국도대체우회도로(북일~남일) 건설공사,1002532.206,1850247.053
DG1993E004_BA01001,도로의 건설,점촌-용궁간 도로4차선 확장 및 포장공사,1068671.149,1846162.805
ND1997E004_BA01001,도로의 건설,합천-쌍림간 도로확장 및 포장공사,1063944.161,1737395.749
ME2004E011_BA01001,도로의 건설,진주-광양간 고속도로(임실-구례간) 건설사업,982529.6638,1714398.285
DG2004E003_BA01001,도로의 건설,포항시 관내국도대체우회도로(유강-성곡)건설공사 실시설계,1163715.627,1784269.395
ME2005E003_BA01001,도로의 건설,영동고속도로(신갈~호법간)확장사업,978967.2841,1916403.684
ME1997E017_BA01001,도로의 건설,한국타이어~경서동간 도로개설사업,925975.1749,1947443.274
ND1993E001_BA01001,도로의 건설,좌천-울산간 도로4차선 확장 및 포장공사,1161716.377,1716023.222
WJ1996E004_BA01001,도로의 건설,장호원-목계(앙성)간 도로확장 및 포장공사 실시설계용역,1020379.679,1901069.654
DG1995E001_BA01001,도로의 건설,오한-태백간 도로개수 및 포장공사 실시설계 용역,1127735.102,1912602.858
